entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution,entry_type
2024-02-16,2024-02-20,1.0,1,-0.019811920237789105,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,-0.005505452833027169,-0.014306467404761936,correlation_aware
2024-02-21,2024-02-28,1.0,5,0.017721010343780152,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,true,,direction_right_profit,0.018201488296127666,-0.00048047795234751334,correlation_aware
2024-02-29,2024-03-01,1.0,1,0.014894522516144093,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,true,,direction_right_profit,0.009388311206947497,0.005506211309196596,correlation_aware
2024-03-04,2024-03-05,1.0,1,-0.0309235169946116,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,-0.009994162517870886,-0.020929354476740714,correlation_aware
2024-03-06,2024-03-11,1.0,3,0.02374396417338409,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,true,,direction_right_profit,0.0030016220341437805,0.02074234213924031,correlation_aware
2024-03-12,2024-03-14,1.0,2,-0.01973284417389498,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,-0.003541231627289143,-0.016191612546605838,correlation_aware
2024-03-15,2024-03-18,1.0,1,0.02332424052936677,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,true,,direction_right_profit,0.0059432302092738976,0.01738101032009287,correlation_aware
2024-03-19,2024-03-22,1.0,3,-0.04774277144987982,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,0.010664992740449186,-0.058407764190329,correlation_aware
2024-03-25,2024-03-26,1.0,1,-0.012337758712315239,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,-0.0018469250434410833,-0.010490833668874155,correlation_aware
2024-03-27,2024-04-01,1.0,2,-0.037674040680575116,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,false,,direction_wrong_loss,-0.0019304434919217295,-0.03574359718865339,correlation_aware
2024-04-02,2024-04-05,1.0,3,0.010309268214748757,2024-02-27,3.535551423978865e-13,0.0,1,leading_ma,,unknown,false,low,true,0.06735243693362723,1,0.06735243693362203,true,true,,direction_right_profit,-0.00079025415696099,0.011099522371709747,correlation_aware
2024-04-08,2024-04-12,1.0,4,0.026310448109192475,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,-0.015171859959939638,0.04148230806913211,correlation_aware
2024-04-15,2024-04-16,1.0,1,0.02747041988660559,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,-0.0018236640636394297,0.02929408395024502,correlation_aware
2024-04-17,2024-04-18,1.0,1,-0.01370919235222079,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,false,,direction_wrong_loss,-0.002057665454663238,-0.011651526897557551,correlation_aware
2024-04-19,2024-04-23,1.0,2,0.07093049353853798,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,0.021185006743302592,0.04974548679523538,correlation_aware
2024-04-24,2024-04-25,1.0,1,-0.0038109901807161783,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,false,,direction_wrong_loss,-0.0037988634806143118,-0.000012126700101866561,correlation_aware
2024-04-26,2024-05-01,1.0,3,0.16939993187567692,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,-0.015562974878696845,0.18496290675437377,correlation_aware
2024-05-02,2024-05-03,1.0,1,0.04162610641818776,2024-05-01,0.29330763955905825,0.0,1,leading_ma,,unknown,false,low,true,0.06887449004079674,1,0.0662545763019389,true,true,,direction_right_profit,0.012395489218238076,0.029230617199949682,correlation_aware
