ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
BSX,visible_count,filtered_leading_corr,16,13,-0.4230769230769231,0.14974854155496803,0.38461538461538464,-0.05726219019194613,0.4230769230769231
TEX,visible_count,predicted_surprise_magnitude_v2,27,24,0.42260869565217385,0.039651798676195484,0.6666666666666666,0.02126831514203269,0.42260869565217385
WNC,visible_count,leading_regime_shift,31,31,0.4216496905470956,0.01815071924638294,0.12903225806451613,0.21846559586852007,0.4216496905470956
MDT,visible_count,consensus_revenue_corr_historical,26,21,-0.4194805194805195,0.0583606291344633,0.2857142857142857,-0.04013922227961175,0.4194805194805195
PII,visible_count,leading_confidence,31,31,-0.4193995386889802,0.01884358893078972,0.06451612903225806,-0.07826300811040626,0.4193995386889802
XRAY,visible_count,ucc_consensus_corr_historical,19,14,0.41722260938499356,0.13774482659668433,0.6428571428571429,0.13568661166308174,0.41722260938499356
VMI,visible_count,predicted_surprise_calibrated,31,28,-0.4132457580733443,0.02883376244295358,0.35714285714285715,-0.10720927607238422,0.4132457580733443
BAX,visible_count,leading_confidence,28,28,-0.41234187445050957,0.029220840672724735,0.25,-0.021756136256878004,0.41234187445050957
AGCO,visible_count,contemp_corr_ma,31,22,0.409373235460192,0.05850104223477932,0.6363636363636364,0.11424363612755555,0.409373235460192
VMI,visible_count,predicted_surprise_magnitude_v2,31,28,-0.40777230432402845,0.031242579129412938,0.35714285714285715,-0.10720927607238422,0.40777230432402845
STE,visible_count,consensus_revenue_corr_historical,20,15,-0.4071428571428571,0.1320126637798537,0.3333333333333333,-0.14406443704331576,0.4071428571428571
MMM,visible_count,consensus_revenue_corr_historical,24,18,0.4057821914016639,0.0947665180123568,0.6111111111111112,0.01642604777653453,0.4057821914016639
HY,visible_count,contemp_corr_momentum,16,13,-0.40440203319233614,0.1705042847681785,0.3076923076923077,-0.09637401907813675,0.40440203319233614
ISRG,visible_count,contemp_regime_shift,25,24,-0.40378642654362407,0.05037330655417683,0.041666666666666664,-0.10379920378552449,0.40378642654362407
TEX,visible_count,predicted_rev_resid_calibrated,27,23,0.4031620553359684,0.05645077604087723,0.6956521739130435,0.13259891505948945,0.4031620553359684
NVST,visible_count,ucc_surprise_corr_historical,19,16,0.40294117647058825,0.12174576295254301,0.5,0.00516316568071395,0.40294117647058825
IDXX,visible_count,filtered_contemp_corr,24,18,-0.40268461742149847,0.09755811250405272,0.2777777777777778,-0.11937667250152278,0.40268461742149847
BHC,visible_count,contemp_confidence,26,26,-0.4022205570557261,0.04164861205226438,0.11538461538461539,-0.106118914265461,0.4022205570557261
ABT,visible_count,filtered_leading_corr,26,22,-0.3980801806888764,0.06652699004176235,0.36363636363636365,-0.06701441516787894,0.3980801806888764
HSIC,visible_count,consensus_revenue_corr_historical,24,19,0.39649122807017545,0.09283378137851174,0.6842105263157895,0.08620007129572754,0.39649122807017545
NVST,visible_count,leading_confidence,19,19,-0.396480240613049,0.09284365801407017,0.15789473684210525,-0.0328935388568354,0.396480240613049
NVST,visible_count,predicted_surprise_direction,19,17,-0.39528470752104744,0.11631913583559787,0.29411764705882354,-0.11602029062130752,0.39528470752104744
IDXX,visible_count,contemp_corr_historical,24,21,-0.3949334407708333,0.07642254636302717,0.3333333333333333,-0.10821848388230652,0.3949334407708333
GM,visible_count,filtered_leading_corr,31,24,-0.3947826086956522,0.056241135165238536,0.375,-0.04253368309471136,0.3947826086956522
PCAR,total_universe,leading_confidence,13,13,-0.3942283761462,0.18254890393521636,0.23076923076923078,0.017115210685439364,0.3942283761462
MASI,visible_count,filtered_leading_corr,20,14,0.3934065934065934,0.16403157340077776,0.7142857142857143,0.1647663472081319,0.3934065934065934
STE,visible_count,leading_corr_momentum,20,14,-0.3934065934065934,0.16403157340077776,0.35714285714285715,-0.05226129121696545,0.3934065934065934
LIN,visible_count,consensus_revenue_corr_historical,20,15,-0.3928571428571428,0.1474666553113262,0.3333333333333333,-0.03239256854261376,0.3928571428571428
MASI,visible_count,leading_corr_historical,20,16,0.3911764705882353,0.13407128619725525,0.6875,0.13896885639680306,0.3911764705882353
APYX,visible_count,predicted_surprise_direction,19,17,-0.3903600291794133,0.12135428307558975,0.29411764705882354,-0.21484174636937395,0.3903600291794133
QGEN,visible_count,ucc_consensus_corr_historical,29,26,-0.3897362793656193,0.0490502747739547,0.5,-0.027785154498470604,0.3897362793656193
NVST,visible_count,predicted_rev_resid_calibrated,19,16,-0.38823529411764707,0.1372816236727813,0.3125,-0.11763114338007918,0.38823529411764707
HY,visible_count,leading_confidence,16,16,-0.38725495262155846,0.13836326862426307,0.0625,-0.10197625349396956,0.38725495262155846
ISRG,visible_count,ucc_to_surprise_beta,25,21,-0.387012987012987,0.08306017415904403,0.2857142857142857,-0.14306040856321503,0.387012987012987
DE,total_universe,leading_corr_ma,31,24,-0.3869565217391304,0.06175922020928209,0.2916666666666667,-0.04887352795130258,0.3869565217391304
GM,visible_count,ucc_surprise_corr_historical,31,22,0.38565782044042923,0.07629273219603605,0.5909090909090909,0.08512816736295853,0.38565782044042923
WNC,visible_count,leading_corr_momentum,31,27,0.3852258852258852,0.04722082599970304,0.5555555555555556,0.17951567548391278,0.3852258852258852
RMD,visible_count,filtered_contemp_corr,18,14,-0.3802197802197802,0.17990614630608132,0.42857142857142855,-0.07246105925414506,0.3802197802197802
STE,visible_count,ucc_consensus_corr_historical,20,14,-0.3802197802197802,0.17990614630608132,0.42857142857142855,0.06191597272723405,0.3802197802197802
XRX,visible_count,ucc_consensus_corr_historical,20,14,-0.3802197802197802,0.17990614630608132,0.42857142857142855,-0.09407163536720191,0.3802197802197802
APYX,visible_count,predicted_surprise_magnitude,19,17,-0.37990196078431376,0.13254890262758853,0.29411764705882354,-0.21484174636937395,0.37990196078431376
BSX,visible_count,contemp_confidence,16,16,0.3796773329298573,0.14692086030694826,0.1875,0.05939675454360068,0.3796773329298573
ZTS,visible_count,leading_regime_shift,14,14,0.3784115038845798,0.18215743202537457,0.07142857142857142,0.10157107497931749,0.3784115038845798
LIN,visible_count,leading_regime_shift,20,20,0.3779644730092272,0.10036562194728656,0.05,0.136770110419816,0.3779644730092272
ALG,visible_count,resid,32,32,-0.3777838894062932,0.03302683532581643,0.34375,-0.06962615549172091,0.3777838894062932
ALC,total_universe,predicted_rev_resid_calibrated,21,17,0.3773191315678896,0.13542024909054134,0.7058823529411765,0.03297622563243671,0.3773191315678896
APYX,visible_count,filtered_leading_corr,19,15,-0.37499999999999994,0.1684327498467455,0.4,-0.03761880151030052,0.37499999999999994
APYX,visible_count,leading_corr_historical,19,16,-0.37058823529411766,0.15765046473782077,0.375,-0.061077614998377036,0.37058823529411766
NVST,visible_count,leading_corr_historical,19,16,-0.37058823529411766,0.15765046473782077,0.25,-0.11988935713698182,0.37058823529411766
ALGN,total_universe,leading_confidence,26,26,-0.37036739288592857,0.062533717916846,0.23076923076923078,-0.06949871829568854,0.37036739288592857
TXT,visible_count,ucc_to_rev_beta,33,30,0.36993341422756393,0.04420589953391557,0.5666666666666667,0.030153894193235165,0.36993341422756393
BAX,visible_count,contemp_confidence,28,28,-0.36938024405815667,0.05305106853531471,0.17857142857142858,-0.022525977288325175,0.36938024405815667
DE,total_universe,filtered_contemp_corr,31,27,0.3687423687423687,0.058398906320642104,0.5925925925925926,0.028729247681369533,0.3687423687423687
MASI,visible_count,resid,20,20,-0.3684210526315789,0.10996436611637704,0.35,-0.12854314443830545,0.3684210526315789
DE,total_universe,contemp_corr_ma,31,25,0.3646153846153847,0.07313083237165928,0.52,0.01108519632749272,0.3646153846153847
DE,total_universe,contemp_corr_historical,31,28,0.36398467432950193,0.056895163621861554,0.6071428571428571,0.03357610852457328,0.36398467432950193
MASI,visible_count,predicted_rev_resid_calibrated,20,17,0.36274509803921573,0.15242989215413402,0.6470588235294118,0.0546289761273199,0.36274509803921573
STE,visible_count,predicted_surprise_direction,20,18,-0.36187243369602884,0.14004412725128534,0.3333333333333333,-0.06573978178995353,0.36187243369602884
ISRG,visible_count,predicted_surprise_direction,25,22,-0.36148499138191115,0.09833285121450765,0.3181818181818182,-0.08219540786505336,0.36148499138191115
CNMD,visible_count,predicted_surprise_magnitude_v2,25,20,-0.35939849624060144,0.11963250632903898,0.3,-0.08667423437965564,0.35939849624060144
PII,visible_count,contemp_corr_momentum,31,28,0.35851122058018614,0.061014073685041005,0.7857142857142857,0.1689716595745891,0.35851122058018614
ALC,total_universe,contemp_confidence,21,19,0.3579807957086397,0.1323605064678957,0.3157894736842105,0.019592593554539704,0.3579807957086397
NVST,visible_count,resid,19,19,-0.3578947368421052,0.13246027752463965,0.3157894736842105,-0.07190338592010795,0.3578947368421052
XRAY,visible_count,predicted_rev_resid_calibrated,19,17,-0.3513524118858012,0.16670002001028594,0.47058823529411764,-0.06842224232710913,0.3513524118858012
MASI,visible_count,predicted_surprise_magnitude,20,17,0.34803921568627455,0.17101314886910313,0.6470588235294118,0.0546289761273199,0.34803921568627455
STE,visible_count,predicted_rev_resid_calibrated,20,17,-0.34803921568627455,0.17101314886910313,0.35294117647058826,-0.05571034333890784,0.34803921568627455
TEX,visible_count,predicted_surprise_magnitude,27,23,0.34782608695652173,0.10387791789099007,0.6956521739130435,0.13259891505948945,0.34782608695652173
ABT,visible_count,leading_corr_historical,26,23,-0.3448616600790514,0.10705938492033765,0.391304347826087,-0.04655933913833106,0.3448616600790514
JNJ,visible_count,leading_corr_ma,26,20,-0.34319166656883704,0.13849976936431055,0.35,-0.04315751401905347,0.34319166656883704
CNMD,visible_count,predicted_surprise_calibrated,25,20,-0.3413533834586466,0.14076469716030823,0.3,-0.08667423437965564,0.3413533834586466
CNMD,visible_count,contemp_confidence,25,25,-0.3356788472059841,0.10090814251691027,0.12,-0.038874238815190726,0.3356788472059841
IR,visible_count,filtered_leading_corr,30,26,0.3347008547008547,0.0946600224186945,0.5769230769230769,0.03378728055500849,0.3347008547008547
IDXX,visible_count,contemp_regime_shift,24,24,0.33348585374091794,0.11127225547846911,0.125,0.09303523319901494,0.33348585374091794
ISRG,visible_count,leading_regime_shift,25,24,0.33348585374091794,0.11127225547846911,0.20833333333333334,0.11480028626879854,0.33348585374091794
ALGN,total_universe,contemp_corr_momentum,26,23,-0.3320158102766798,0.12167518213281325,0.391304347826087,-0.17422124459832555,0.3320158102766798
TTC,visible_count,predicted_surprise_direction,31,28,0.33045879854960686,0.0858823084500848,0.21428571428571427,0.0806505831626845,0.33045879854960686
ISRG,visible_count,ucc_surprise_corr_historical,25,21,-0.32857142857142857,0.14587956444987263,0.2857142857142857,-0.14306040856321503,0.32857142857142857
ALG,visible_count,predicted_rev_resid_calibrated,32,30,-0.3284013814959225,0.0764261401137606,0.4,-0.057305663825028205,0.3284013814959225
ILMN,visible_count,ucc_to_rev_beta,28,26,-0.32761770824399816,0.10229595632490861,0.5,-0.02891623157541759,0.32761770824399816
MDT,visible_count,leading_regime_shift,26,25,0.3271443280438122,0.11043068877115296,0.08,0.053407221250681966,0.3271443280438122
XRAY,visible_count,resid,19,19,0.3268754184731352,0.17195091980258054,0.42105263157894735,0.045412061238894325,0.3268754184731352
ALGN,total_universe,ucc_surprise_corr_historical,26,23,-0.32608695652173914,0.128887277556123,0.391304347826087,-0.058233526721064216,0.32608695652173914
PII,visible_count,predicted_surprise_calibrated,31,28,-0.32183908045977005,0.09489133739973767,0.35714285714285715,-0.03550081790098314,0.32183908045977005
MDT,visible_count,leading_corr_ma,26,19,-0.32105263157894737,0.180168855394089,0.47368421052631576,-0.02051374853280934,0.32105263157894737
HPE,visible_count,ucc_to_surprise_beta,21,18,0.31888544891640863,0.19712791388889883,0.6111111111111112,0.07610431543818141,0.31888544891640863
QGEN,visible_count,ucc_to_surprise_beta,29,26,0.3127702428676451,0.11977635353540446,0.5384615384615384,0.03281300555868422,0.3127702428676451
