ticker,visible_col,signal_col,n_obs,n_paired,ic,pval,accuracy,ls_spread,abs_ic
XRX,visible_count,predicted_surprise_magnitude_v2,20,16,-0.05294117647058824,0.8456104411493658,0.5,0.04582255540420817,0.05294117647058824
JNJ,visible_count,leading_corr_historical,26,23,0.05264523459186671,0.8114445067197645,0.6086956521739131,0.03755439471147229,0.05264523459186671
TEX,visible_count,leading_regime_shift,27,27,-0.05206826946220601,0.796463136020948,0.14814814814814814,0.014723384024768464,0.05206826946220601
GM,visible_count,leading_regime_shift,31,31,-0.05175491695067657,0.7821619569842745,0.0967741935483871,-0.03792955455695601,0.05175491695067657
XRX,visible_count,ucc_to_rev_beta,20,17,-0.05147058823529412,0.8444669030406069,0.47058823529411764,-0.039413285104317825,0.05147058823529412
ILMN,visible_count,predicted_surprise_magnitude_v2,28,26,0.05111522358990128,0.8041491618161968,0.5,-0.0508815347591184,0.05111522358990128
IR,visible_count,ucc_to_rev_beta,30,28,-0.05090311986863711,0.7969933948474549,0.4642857142857143,0.012244512390742479,0.05090311986863711
CAT,visible_count,predicted_rev_resid_calibrated,23,21,0.05064935064935065,0.8274046658865747,0.5714285714285714,0.011096149695590703,0.05064935064935065
LIN,visible_count,contemp_corr_historical,20,18,-0.05056759545923632,0.8420557303322882,0.7222222222222222,0.006298445323048869,0.05056759545923632
AGCO,visible_count,filtered_contemp_corr,31,25,0.0503943075296285,0.8109324959846711,0.52,-0.0005985438034974248,0.0503943075296285
HOLX,visible_count,contemp_regime_shift,27,27,-0.0503579746698444,0.803017366244083,0.0,-0.020411023490979775,0.0503579746698444
HOLX,visible_count,leading_regime_shift,27,27,-0.0503579746698444,0.803017366244083,0.0,-0.020411023490979775,0.0503579746698444
STE,visible_count,predicted_surprise_calibrated,20,16,-0.049999999999999996,0.8540995521297438,0.625,0.00951507231787267,0.049999999999999996
TXT,visible_count,leading_regime_shift,33,33,0.049548795525649544,0.7842158913522789,0.12121212121212122,0.055466864429028755,0.049548795525649544
RMD,visible_count,ucc_consensus_corr_historical,18,13,0.049450549450549455,0.8725444288811492,0.6923076923076923,0.10141336828627984,0.049450549450549455
CNMD,visible_count,contemp_regime_shift,25,25,0.04941662111074008,0.8145375583209536,0.12,0.016459737095997715,0.04941662111074008
APYX,visible_count,resid,19,19,0.04912280701754386,0.8417115685641904,0.47368421052631576,-0.09106538209595731,0.04912280701754386
HY,visible_count,leading_corr_ma,16,10,-0.04863244349440517,0.8938677821006588,0.7,0.11107980182952827,0.04863244349440517
PII,visible_count,resid,31,31,0.04798387096774194,0.7976948393884294,0.6129032258064516,0.08657106518093119,0.04798387096774194
TTC,visible_count,predicted_surprise_calibrated,31,28,0.047619047619047616,0.8098462067907233,0.42857142857142855,0.008555610915843765,0.047619047619047616
AGCO,visible_count,leading_corr_historical,31,27,-0.04700854700854701,0.8158904735132991,0.4074074074074074,-0.01470766128798261,0.04700854700854701
HURC,visible_count,contemp_regime_shift,31,30,-0.04631674366450493,0.8079760137236562,0.03333333333333333,-0.032787820203658447,0.04631674366450493
MDT,visible_count,contemp_corr_momentum,26,22,0.04573687182382835,0.8398323612677268,0.5454545454545454,0.006939516521219289,0.04573687182382835
MDT,visible_count,contemp_corr_historical,26,23,-0.04545454545454545,0.836836496093119,0.43478260869565216,-0.027316031700702206,0.04545454545454545
HURC,visible_count,leading_regime_shift,31,30,-0.04531626406518073,0.8120496866052338,0.06666666666666667,-0.022481168288721452,0.04531626406518073
AGCO,visible_count,ucc_to_surprise_beta,31,27,0.045177045177045176,0.8229496202070945,0.5925925925925926,0.0005932912318307145,0.045177045177045176
CAT,visible_count,ucc_surprise_corr_historical,23,20,-0.045112781954887216,0.8502061902084873,0.4,-0.011068315252971181,0.045112781954887216
CNMD,visible_count,ucc_to_surprise_beta,25,20,0.045112781954887216,0.8502061902084873,0.45,-0.007122275670438553,0.045112781954887216
PII,visible_count,contemp_corr_ma,31,26,-0.04478632478632478,0.8280184325778593,0.4230769230769231,0.028970152495438432,0.04478632478632478
LIN,visible_count,predicted_surprise_magnitude,20,18,0.04437564499484004,0.8612061336731367,0.6111111111111112,0.008743272666577203,0.04437564499484004
GM,visible_count,contemp_corr_historical,31,28,-0.04435926185463729,0.8226518803211854,0.4642857142857143,0.025114354401105668,0.04435926185463729
BHC,visible_count,ucc_to_rev_beta,26,24,-0.04434782608695652,0.8369769840650598,0.625,0.03900221779194531,0.04434782608695652
DE,total_universe,predicted_rev_resid_calibrated,31,28,-0.04433497536945813,0.8227474581318905,0.5,0.019003114072174646,0.04433497536945813
XRAY,visible_count,contemp_corr_historical,19,17,-0.044226177719891055,0.8661575943140661,0.6470588235294118,0.016247865534164588,0.044226177719891055
XRAY,visible_count,filtered_contemp_corr,19,17,-0.044226177719891055,0.8661575943140661,0.6470588235294118,0.016247865534164588,0.044226177719891055
VMI,visible_count,contemp_corr_ma,31,26,0.0441025641025641,0.8306065333332748,0.5,-0.06951545697735222,0.0441025641025641
BAX,visible_count,contemp_corr_momentum,28,25,-0.043076923076923075,0.8380001161641176,0.4,-0.03158422749497952,0.043076923076923075
HSIC,visible_count,ucc_surprise_corr_historical,24,21,-0.04285714285714286,0.8536570982478849,0.5714285714285714,0.015277098446263702,0.04285714285714286
XRX,visible_count,leading_corr_ma,20,10,-0.04242424242424241,0.9073638178128159,0.6,0.06155632123395502,0.04242424242424241
BSX,visible_count,predicted_rev_resid_calibrated,16,14,0.04175824175824176,0.8872869731890637,0.35714285714285715,0.0048946351286739305,0.04175824175824176
WNC,visible_count,predicted_surprise_direction,31,29,-0.04123930494211612,0.8317935589163457,0.41379310344827586,-0.03164090130626354,0.04123930494211612
ALGN,total_universe,leading_corr_momentum,26,22,-0.04121964991530209,0.8554817672242457,0.45454545454545453,0.0908350122409243,0.04121964991530209
HSIC,visible_count,ucc_to_rev_beta,24,22,-0.04121964991530209,0.8554817672242457,0.4090909090909091,-0.019567093192656825,0.04121964991530209
APYX,visible_count,ucc_to_surprise_beta,19,16,0.0411764705882353,0.8796536149318311,0.5,0.07317948989895837,0.0411764705882353
CAT,visible_count,predicted_surprise_calibrated,23,20,0.04060150375939849,0.8650468790077723,0.5,-0.018662134920049596,0.04060150375939849
MTW,visible_count,contemp_confidence,31,31,-0.04043338937715012,0.8290186194539756,0.0967741935483871,-0.04236724092820759,0.04043338937715012
MTW,visible_count,ucc_to_surprise_beta,31,27,-0.04029304029304029,0.8418384605614527,0.48148148148148145,0.026927172952269877,0.04029304029304029
CAT,visible_count,ucc_consensus_corr_historical,23,18,0.040247678018575844,0.8740147776078565,0.6111111111111112,0.0008670817049765203,0.040247678018575844
ABBV,visible_count,contemp_corr_ma,27,22,-0.040090344438170535,0.8594025608936707,0.5,-0.019688042246036305,0.040090344438170535
QGEN,visible_count,leading_corr_momentum,29,24,-0.03948393933541305,0.8546599891665685,0.5416666666666666,0.004804015591198588,0.03948393933541305
ALC,total_universe,ucc_to_rev_beta,21,17,-0.03945820983716493,0.8804839011334102,0.5882352941176471,0.0015785677292500496,0.03945820983716493
PII,visible_count,leading_corr_ma,31,25,0.03923076923076923,0.8523014444616795,0.72,0.03554726210919518,0.03923076923076923
VMI,visible_count,ucc_surprise_corr_historical,31,28,-0.03886152162014231,0.8443485073804999,0.32142857142857145,-0.09431595341640575,0.03886152162014231
ABT,visible_count,contemp_regime_shift,26,26,0.03849001794597505,0.8519132681210573,0.038461538461538464,0.030513820399355494,0.03849001794597505
ABBV,visible_count,resid,27,27,-0.038461538461538464,0.8489444428529817,0.5555555555555556,0.04650506405868457,0.038461538461538464
HSIC,visible_count,resid,24,24,0.03826086956521739,0.8591175903218993,0.4166666666666667,-0.015685583643018385,0.03826086956521739
STE,visible_count,contemp_corr_historical,20,17,0.03801349580222765,0.8848319590758248,0.5294117647058824,0.03449183544340555,0.03801349580222765
PRCT,visible_count,predicted_surprise_direction,12,10,0.037986858819879316,0.9170235505646717,0.5,-0.028932059363984637,0.037986858819879316
GM,visible_count,leading_confidence,31,31,-0.037867339651287114,0.8397255374676977,0.2903225806451613,-0.014387829233975566,0.037867339651287114
