entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,corr_col_used,corr_value_used,correlation_regime,flipped,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,flip_helped,outcome,benchmark_return,alpha_contribution,entry_type
2019-11-20,2020-02-13,-1.0,57,0.003304717078929542,2019-08-16,-0.5884184240530863,0.7435897435897436,-1,leading,0.5000000000002672,strong_positive,false,high,true,0.07913978494623657,1,0.0789601934823105,false,true,,direction_right_profit,0.0,0.003304717078929542,correlation_aware
2020-05-15,2020-05-27,1.0,7,0.21704636192337667,2020-02-21,-0.2548030895320832,0.5762808426902397,-1,leading,-0.3333340895606658,regime_shift,true,medium,true,0.23080645161290322,1,0.25896379077782294,false,true,true,direction_right_profit,0.0,0.21704636192337667,correlation_aware
2020-05-28,2020-08-05,1.0,48,0.1997715555338515,2020-02-21,-0.2548030895320832,0.5762808426902397,-1,leading,-0.3333340895606658,regime_shift,true,medium,true,0.23080645161290322,1,0.25896379077782294,false,true,true,direction_right_profit,0.0,0.1997715555338515,correlation_aware
2020-08-06,2020-08-14,1.0,6,0.05445186434394178,2020-02-21,-0.2548030895320832,0.5762808426902397,-1,leading,-0.3333340895606658,regime_shift,true,medium,true,0.23080645161290322,1,0.25896379077782294,false,true,true,direction_right_profit,0.0,0.05445186434394178,correlation_aware
2021-08-13,2021-11-17,-1.0,67,0.0766357200639054,2021-05-21,0.05251152682990252,0.41025641025641024,1,leading,-0.4360067043708027,weak_negative,true,medium,true,0.16954413191076625,1,0.18240949886283422,true,true,true,direction_right_profit,0.0,0.0766357200639054,correlation_aware
2023-05-12,2023-07-25,1.0,49,0.19715238954945846,2023-02-17,-0.053669667458321954,0.4358974358974359,-1,leading,-0.66497526775066,strong_negative,true,medium,true,0.10788091068301225,1,0.011118828928165417,false,true,true,direction_right_profit,0.0,0.19715238954945846,correlation_aware
2023-07-26,2023-08-11,1.0,12,0.00489661265879926,2023-02-17,-0.053669667458321954,0.4358974358974359,-1,leading,-0.66497526775066,strong_negative,true,medium,true,0.10788091068301225,1,0.011118828928165417,false,true,true,direction_right_profit,0.0,0.00489661265879926,correlation_aware
2023-08-11,2023-08-21,-1.0,6,0.10177663194142805,2023-05-19,-0.10993340624036234,0.48717948717948717,-1,leading,0.3979872591934084,regime_shift,false,medium,true,0.1763870094722598,1,0.08395942217371548,false,true,,direction_right_profit,0.0,0.10177663194142805,correlation_aware
2023-08-22,2023-11-15,-1.0,60,0.00778145104048944,2023-05-19,-0.10993340624036234,0.48717948717948717,-1,leading,0.3979872591934084,regime_shift,false,medium,true,0.1763870094722598,1,0.08395942217371548,false,true,,direction_right_profit,0.0,0.00778145104048944,correlation_aware
2024-05-09,2024-08-08,-1.0,62,0.1430135797637868,2024-02-15,-0.08327213090115898,0.4615384615384615,-1,leading,0.832217310890618,strong_positive,false,medium,true,0.17389210019267823,1,0.16550529828483243,false,true,,direction_right_profit,0.0,0.1430135797637868,correlation_aware
2024-11-14,2024-11-21,-1.0,5,-0.10870669419392942,2024-08-15,-0.40825508426177465,0.717948717948718,-1,leading,0.04585151301974913,weak_positive,false,medium,true,0.19563636363636364,1,0.24885321396349058,false,false,,direction_wrong_loss,0.0,-0.10870669419392942,correlation_aware
2024-11-22,2025-02-06,-1.0,49,-0.04502566497805538,2024-08-15,-0.40825508426177465,0.717948717948718,-1,leading,0.04585151301974913,weak_positive,false,medium,true,0.19563636363636364,1,0.24885321396349058,false,false,,direction_wrong_loss,0.0,-0.04502566497805538,correlation_aware
2025-02-06,2025-02-18,1.0,7,0.07867009100560152,2024-11-21,-0.216593395856845,0.6666666666666666,-1,leading,-0.6160021041179273,strong_negative,true,high,true,0.18932764140875133,1,0.169284028789781,false,true,true,direction_right_profit,0.0,0.07867009100560152,correlation_aware
2025-02-19,2025-03-04,1.0,9,-0.09992722872655135,2024-11-21,-0.216593395856845,0.6666666666666666,-1,leading,-0.6160021041179273,strong_negative,true,high,true,0.18932764140875133,1,0.169284028789781,false,false,false,direction_wrong_loss,0.0,-0.09992722872655135,correlation_aware
2025-03-05,2025-04-07,1.0,23,-0.09127468726622923,2024-11-21,-0.216593395856845,0.6666666666666666,-1,leading,-0.6160021041179273,strong_negative,true,high,true,0.18932764140875133,1,0.169284028789781,false,false,false,direction_wrong_loss,0.0,-0.09127468726622923,correlation_aware
2025-05-08,2025-05-12,-1.0,2,-0.011490038338715314,2025-02-13,0.11261397120994703,0.5128205128205128,1,leading,-0.8716299343222881,strong_negative,true,high,true,0.09216944801026958,1,0.10347229997765509,true,false,false,direction_wrong_loss,0.0,-0.011490038338715314,correlation_aware
2025-05-13,2025-08-07,-1.0,59,-0.019403370922199015,2025-02-13,0.11261397120994703,0.5128205128205128,1,leading,-0.8716299343222881,strong_negative,true,high,true,0.09216944801026958,1,0.10347229997765509,true,false,false,direction_wrong_loss,0.0,-0.019403370922199015,correlation_aware
2025-08-07,2026-01-30,1.0,121,0.049417251029052256,2025-05-15,-0.1778316345076144,0.5239043581014889,-1,leading,-0.38632171104603263,weak_negative,true,medium,,,0,,false,true,true,no_signal,0.0,0.049417251029052256,correlation_aware
