entry_date,exit_date,direction,holding_days,trade_return,signal_date,signal_value,signal_confidence,signal_direction,contemp_corr,leading_corr,correlation_regime,signal_quality,actual_beat_consensus,actual_surprise,actual_surprise_direction,prediction_error,signal_correct,trade_direction_correct,outcome,benchmark_return,alpha_contribution
2020-03-04,2020-06-08,-1.0,66,-0.016812468071789377,2020-04-16,-1.6998486902005334,0.0,-1,,,unknown,low,true,0.047142857142857146,1,,false,false,direction_wrong_loss,0.03912459085880449,-0.055937058930593864
2020-06-08,2020-09-02,1.0,61,0.2908891590177707,2020-07-21,1.107410181806014,0.0,1,,,unknown,low,true,0.28574230833069275,1,,true,true,direction_right_profit,0.11161518979250395,0.17927396922526673
2020-09-02,2021-03-08,-1.0,127,0.10483458769470033,2020-10-15,-2.019205661551965e-14,0.0,1,-1.0000000000000002,,strong_negative,medium,true,0.11936267890899271,1,0.11936267890899385,true,true,direction_right_profit,0.07599011860384697,0.028844469090853364
2021-03-08,2021-09-07,1.0,127,0.5741859523031514,2021-04-20,4.074859225513753e-10,0.0,-1,-0.892766939827286,-0.11970120397535572,regime_shift,medium,true,0.16405405405405404,1,0.16405405402255224,false,true,direction_right_profit,0.19045478331396337,0.383731168989188
2021-09-07,2022-03-09,-1.0,127,0.22417818987189786,2021-10-19,0.0006576360878797635,0.0,-1,-1.0000220019161223,0.3333123710105509,weak_positive,medium,true,0.009568345323741007,1,0.3591090689361657,false,true,direction_right_profit,-0.0469016964965383,0.27107988636843616
2022-06-07,2023-03-06,-1.0,186,-0.058121240516537,2022-07-21,0.011106301027372235,0.0,1,0.9993095870831176,-0.9978316999770109,regime_shift,medium,false,-0.024294871794871796,-1,0.02557815735953782,false,false,direction_wrong_loss,-0.014386755523483008,-0.04373448499305399
2023-03-06,2023-06-06,1.0,64,0.3443474260824253,2023-04-18,0.26769145570972086,0.5454545454545454,1,0.7334604868325468,-0.29162086472227683,regime_shift,high,true,0.07354430379746836,1,0.06964557964155872,true,true,direction_right_profit,0.06228787288082849,0.2820595532015968
2023-09-07,2024-09-05,1.0,250,0.6038288153004758,2023-10-19,0.6256381382929113,0.6363636363636364,1,0.9323299313013925,-0.6504212628032718,strong_negative,high,false,-0.014858757062146892,-1,0.07798160164145998,false,true,direction_right_profit,0.2527764136744284,0.35105240162604745
2024-09-05,2024-12-06,-1.0,65,-0.1546497101377462,2024-10-17,-0.19355520132630002,0.3939393939393939,1,-0.1342240010201225,0.6400043068543931,strong_positive,medium,true,0.00896039603960396,1,0.007260140658805465,true,false,direction_wrong_loss,0.10928528708641205,-0.26393499722415825
2024-12-06,2025-06-06,1.0,123,0.012118319563154012,2025-01-23,0.20399510408787178,0.42424242424242425,-1,-0.9022704768382694,0.4544799653966534,weak_positive,medium,true,0.09208144796380091,1,0.0898691741016296,false,true,direction_right_profit,-0.007971349341273193,0.020089668904427205
2025-09-09,2025-12-03,1.0,60,0.2185267817950125,2025-10-21,-1.5002416015322355,0.696969696969697,-1,0.8047189132215693,-0.8109171405729634,strong_negative,high,,,0,,false,true,no_signal,0.05452008227487326,0.16400669952013924
2025-12-03,2026-02-06,-1.0,44,0.14316059913035273,2026-01-19,-0.08568479322821124,0.36363636363636365,-1,0.5238955021890358,-0.293369675450908,weak_negative,medium,,,0,,false,true,no_signal,0.01282474277742196,0.13033585635293077
